companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
[335],https://www.igdb.com/platforms/gb/version/game-boy-pocket,"[209, 210]",8 KB S-RAM,"2 pulse wave generators, 1 PCM 4-bit wave sample (64 4-bit samples played in 1×64 bank or 2×32 bank) channel, 1 noise generator, and one audio input from the cartridge","2 Game Boys can be linked together via built-in serial ports, up to 4 with a DMG-07 4-player adapter. And 16 in maximum.",Game Boy Cartridge,Game Boy Pocket,game-boy-pocket,"a 65 mm (2.56 in) diagonal, 48.5 mm (1.91 in) width, and 43.5 mm (1.71 in) height screen",bbe9bdd9-49ac-4fe2-d303-97c11639cece,,"Sharp LR35902 @ 4,19 MHz",,160x144 pixels screen with 2-bit a black-and-white display screen,,,276.0,8 MB,181,"A smaller, lighter unit that required fewer batteries.

The Game Boy Pocket has a smaller link port, which requires an adapter to link with the older Game Boy. Takes two AAA batteries."
[34],https://www.igdb.com/platforms/mac/version/cheetah,[67],,,,,Cheetah,cheetah,,1af8f31d-921d-6159-354d-d86b626ab991,,,,,,,89.0,,45,"Mac OS X version 10.0, code named Cheetah, is the first major release of Mac OS X, Apple’s desktop and server operating system. Mac OS X v10.0 was a radical departure from the previous classic Macintosh operating system (Mac OS) and was Apple’s long awaited answer for a next generation Macintosh operating system. It introduced a brand new code base completely separate from Mac OS 9's, as well as all previous Apple operating systems. Mac OS X introduced the new Darwin Unix-like core and a completely new system of memory management. Cheetah proved to be a rocky start to the Mac OS X line, plagued with missing features and performance issues, although it was praised for being a good start to an operating system still in its infancy, in terms of completeness and overall operating system stability. Unlike later releases of Mac OS X, the cat-themed code name was not used in marketing the new operating system."
[161],https://www.igdb.com/platforms/pc-50x-family/version/initial-version,[244],,,,,Initial version,initial-version,,c9a97d1e-baec-890e-a1b6-1532f207956a,,,,,,,131.0,,200,"The world was undergoing ""PONG Madness"". It seemed only natural that developers would create advancements to the original AY-3-8500 chip to incorporate color and even more games. This explains the amount of PONG systems since each machine contained a different chip. However things were handled different in some areas particularly in Europe. 
 
Europe did not see the release of the Intellivision and Atari 2600 till the early 1980s. This allowed Pong to have a longer success. Rather then creating a new machine for each new chip, developers took the General Instruments popular line of chips and slapped them into cartridges. These carts were not like ROM carts used in later systems. They simply housed a specific General Instruments processor chip with pin outs to interface with a console. These were the PC-50X line of cartridges. 
 
With the PC-50X cartridges available, console manufacturers were able to produce a machine that could play several games and market them at a low cost. The units were made in various countries and were marketed by Creatronic, Hanimex, ITMC, Rollet, GrandStand, Soundic and lord knows how many other manufacturers. There are literally over two hundred console variations that utilized this technology. 
 
The initial model SD-050 varied in terms of outward appearance (colors, etc), manufacturers names and slight modifications. However each unit had the same overall design with two detachable controllers with 10 buttons located on the top of the machine. These 10 buttons, which clearly identify a PC-50X based console, were used to select the different games available on each cart. The SD-050 model only produced black and white video. 
 
New models such as the SD-070 and SD-090 appeared and sold well into the 80s since the units were far cheaper then the newer consoles making waves in the US and Japan. These newer models played the same carts, but added additional settings, sound and SECAM color (4 colors)."
[589],https://www.igdb.com/platforms/ooparts/version/initial-version,[605],,,,,Initial version,initial-version,,5921bf6d-7c75-7a36-6ff2-2afdf6e75557,,,,,,,594.0,,490,
[606],https://www.igdb.com/platforms/stadia/version/google-stadia-founders-edition,[432],,,,,Google Stadia: Founder's Edition,google-stadia-founders-edition,,bae118b3-4075-e02d-6887-9992fc9817b4,,,,,,,328.0,,285,"Stadia Founder’s Edition lets you instantly enjoy games in up to 4K on your TV without a console. You can also play across laptops, desktops, Pixel 3, and Pixel 3a with cross-screen early access starting from day one."
,https://www.igdb.com/platforms/commodore-cdtv/version/initial-version,"[308, 309, 310]",,,,,Initial version,initial-version,,8a0a2a07-0696-3373-c3d8-edba337a6c30,,,,,,,292.0,,223,"The CDTV is essentially a Commodore Amiga 500 home computer with a CD-ROM drive and remote control. With the optional keyboard, mouse, and floppy disk drive, it gained the functionality of the regular Amiga. Commodore marketed the machine as an all-in-one multimedia appliance. As such, it targeted the same market as the Philips CD-i. The expected market for multimedia appliances did not materialize, and neither machine met with any real commercial success. Though the CDTV was based entirely on Amiga hardware, it was marketed strictly as a CDTV, with the Amiga name omitted from product branding. The CDTV was supplied with AmigaOS 1.3, rather than the more advanced and user-friendly 2.0 release that was launched at around the same time."
,https://www.igdb.com/platforms/supergrafx/version/initial-version,,32KB of work RAM and 128KB (64KB per HuC6270A VDC) Video RAM,Six Wavetable Synthesis audio channels,,,Initial version,initial-version,,23db0480-b34a-242f-bc51-7fd03936abf3,5-pin DIN A/V connector with composite video and stereo audio output only,8-bit HuC6280A,,"two 16-bit HuC6270A Video Display Controllers (VDCs), one HuC6202 Video Priority Controller, and one HuC6260 Video Color Encoder (VCE)",,,364.0,,166,
,https://www.igdb.com/platforms/plug-and-play/version/initial-version,,,,,,Initial version,initial-version,,852306ff-1ffb-b005-c1c3-f3f9629f85bc,,,,,,,,,496,
[595],https://www.igdb.com/platforms/evercade/version/evercade-vs,[610],512MB DRAM,,Built in WiFi for easy updates and future network enabled features,,Evercade VS,evercade-vs,1080p,41acaf27-bafd-6ee5-6b19-32ad4a6c0463,HDMI,1.5Ghz quad-core processor,,,,Linux-based,598.0,4GB,500,"In April 2021, Blaze announced a home console version known as Evercade VS. It will be backwards-compatible with most games released for the handheld Evercade, with an output of 1080p. Unlike the handheld console, the VS will have multiplayer functionality. The console will include ports for four USB controllers, allowing the use of either VS or third-party controllers. The handheld Evercade can also be plugged into the VS and used as a controller. The VS's cartridge slot is covered by a small flap, resembling the design of the NES. The VS is scheduled to launch on November 3, 2021, with a price of $99.99.

http://evercade.info/evercade-vs-home-console/"
[594],https://www.igdb.com/platforms/evercade/version/initial-version,[609],,"Stereo, 3.5 mm headphones","HDMI, USB port",ROM Cartridge,Initial version,initial-version,480 x 272 resolution,52c969d3-6bd7-9fa9-f256-20988234ad0e,"4.3” screen (480 x 272 resolution), HDMI (720p)",1.2GHz Cortex-A7,,,,Linux-based,597.0,,426,"The Evercade is a handheld console which is specialized in retrogaming. The games are distributed in cartridges, and all the cartridges are compilations of games already released in other gaming consoles."
,https://www.igdb.com/platforms/sega-pico/version/initial-version,,,,,,Initial version,initial-version,,8e9a96d9-c27a-f204-02cc-46155472b68e,,,,,,,600.0,,456,
[599],https://www.igdb.com/platforms/zxs/version/zx-spectrum,[131],,,,,ZX Spectrum,zx-spectrum,,a83400a5-0902-a6a6-bf0a-1b9314844532,,Z80A,,,,,371.0,,79,"The ZX Spectrum is an 8-bit personal home computer released in the United Kingdom in 1982 by Sinclair Research Ltd.

Referred to during development as the ZX81 Colour and ZX82, the machine was launched as the ZX Spectrum by Sinclair to highlight the machine's colour display, compared with the black and white of its predecessor, the ZX81. The Spectrum was ultimately released as eight different models, ranging from the entry level model with 16 KB RAM released in 1982 to the ZX Spectrum +3 with 128 KB RAM and built in floppy disk drive in 1987; together they sold in excess of 5 million units worldwide (not counting numerous clones).

The Spectrum was among the first mainstream audience home computers in the UK, similar in significance to the Commodore 64 in the USA. The introduction of the ZX Spectrum led to a boom in companies producing software and hardware for the machine, the effects of which are still seen; some credit it as the machine which launched the UK IT industry. Licensing deals and clones followed, and earned Clive Sinclair a knighthood for ""services to British industry"".

The Commodore 64, Oric-1 and Atmos, BBC Microcomputer and later the Amstrad CPC range were rivals to the Spectrum in the UK market during the early 1980s. Over 24,000 software titles have been released since the Spectrum's launch and new titles continue to be released--over 100 in 2012. In 2014, a bluetooth keyboard modelled on the Spectrum was announced."
[609],https://www.igdb.com/platforms/playdate/version/initial-version,[613],4 GB Flash,"Built-In Mono Speaker, Stereo Headphone Jack, Condenser Mic + TRRS Mic In",,,Initial version,initial-version,400 × 240 1-bit,27f6538e-d7b4-87e2-4c2c-fc0ffc928dd1,,180 MHz Cortex M7,,,,,609.0,16 MB RAM32 KB L1 Cache,501,"It’s yellow. It fits in your pocket. It’s got a beautiful black and white screen. It’s not super cheap, but not super expensive. It includes brand new games from some amazing creators. Plus it has a crank."
,https://www.igdb.com/platforms/xbox360/version/xbox-360-s,[607],,,,,Xbox 360 S,xbox-360-s,,2746d371-46ac-5011-6682-6bc205bfe7ef,,,,,,,622.0,,495,
[614],https://www.igdb.com/platforms/gamate/version/initial-version,[614],,,,,Initial version,initial-version,,2846e467-8741-a7fc-2404-8c71e61b24c5,,,,,,,627.0,,497,
[604],https://www.igdb.com/platforms/amazon-fire-tv/version/initial-version,,,,,,Initial version,initial-version,,a46eae1d-a0c0-18a8-67dc-604a82bb570b,,,,,,,325.0,,176,"A TV with the Android OS built in to play supported mobile games. Amazon Luna, a video game streaming service created by Amazon, was later built into other versions of the Fire TV."
,https://www.igdb.com/platforms/oculus-go/version/initial-version,,,,,,Initial version,initial-version,,f5695201-9855-c30a-e1e5-4aef9aae51b7,,,,,,,740.0,,508,
,https://www.igdb.com/platforms/intellivision-amico/version/initial-version,,,,,,Initial version,initial-version,,886afd67-7801-59bc-cd72-c6a526b54e31,,,,,,,745.0,,502,
,https://www.igdb.com/platforms/oculus-rift/version/initial-version,,,,,,Initial version,initial-version,,461db49e-7a26-2acc-5063-0ee5c4e2a914,,,,,,,,,506,
,https://www.igdb.com/platforms/ay-3-8500/version/sears-hockey-pong,,,,,,Sears Hockey-Pong,sears-hockey-pong,,3f3d0993-bda2-05fa-044f-444d13488b68,,,,,,,,,510,
,https://www.igdb.com/platforms/satellaview/version/initial-version,,,,,,Initial version,initial-version,,27cbe403-8bee-8bc5-71eb-00e3dd11c333,,,,,,,595.0,,423,"The Satellaview is a satellite modem peripheral produced by Nintendo for the Super Famicom in 1995. Containing 1 megabit of ROM space and an additional 512 kB of RAM, Satellaview allowed players to download games, magazines, and other media through satellite broadcasts provided by Japanese company St.GIGA. Its heavy third-party support included Squaresoft, Taito, Konami, Capcom, and Seta. To use Satellaview, players purchased a special broadcast satellite (BS) tuner directly from St.GIGA or rented one for a six-month fee, and paid monthly subscription fees to both St.GIGA and Nintendo. It attaches to the expansion port on the bottom of the Super Famicom."
,https://www.igdb.com/platforms/mobile/version/feature-phone,,,,,,Feature phone,feature-phone,,5588086b-a23b-ee2d-f840-97a666dd8bb7,,,,,,,,,514,
[620],https://www.igdb.com/platforms/windows-mobile/version/initial-version,[639],,,,,Initial version,initial-version,,b4bcfea4-db07-67d3-e93f-4c1395d00940,,,,,,,663.0,,523,
[625],https://www.igdb.com/platforms/win/version/windows-11,[642],,,,,Windows 11,windows-11,,d19c5f11-835b-3733-1f76-497717f53542,,,,,,,670.0,,513,"Windows 11 is the latest major release of Microsoft's Windows NT operating system, released in October 2021. It is a free upgrade to its predecessor, Windows 10 (2015), available for any Windows 10 devices that meet the new Windows 11 system requirements.

Windows 11 features major changes to the Windows shell influenced by the canceled Windows 10X, including a redesigned Start menu, the replacement of its ""live tiles"" with a separate ""Widgets"" panel on the taskbar, the ability to create tiled sets of windows that can be minimized and restored from the taskbar as a group, and new gaming technologies inherited from Xbox Series X and Series S such as Auto HDR and DirectStorage on compatible hardware. Internet Explorer (IE) has been replaced by the Chromium-based Microsoft Edge as the default web browser like its predecessor, Windows 10, and Microsoft Teams is integrated into the Windows shell. Microsoft also announced plans to allow more flexibility in software that can be distributed via Microsoft Store, and to support Android apps on Windows 11 (including a partnership with Amazon to make its app store available for the function).

Citing security considerations, the system requirements for Windows 11 were increased over Windows 10. Microsoft only officially supports the operating system on devices using an eighth-generation Intel Core CPU or newer (with some minor exceptions), AMD Ryzen CPU based on Zen+ microarchitecture or newer, or a Qualcomm Snapdragon 850 ARM system-on-chip or newer, with UEFI secure boot and Trusted Platform Module (TPM) 2.0 supported and enabled (although Microsoft may provide exceptions to the TPM 2.0 requirement for OEMs)."
