standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,,0,,https://www.igdb.com/games/capes-escape-game,,,[113685],"[9, 31]",,,,"[268435465, 268435487]",,[38051],,[133191],Cape's Escape Game,capes-escape-game,21983aa5-46ae-1c60-e7e3-5076a8b7e680,,,,"[447241, 447242, 447243]",,,[13003],"[2011901, 2598547]",,[455659],,,,,[130],1621100470,1688738981,,,,,[14593],,,1605744000.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[248840],147593,,"The main character recently moved to the apartment. Because the rent was quite cheap, he was pleased with himself. He did not seem to have any doubts concerning the cheap rent. One day, just a few days after moving in, when he twisted the doorknob, thinking of going out, it would not open. Cape, a mischievous ghost, suddenly appeared in front of the main character who was left wondering. Of course, there was the reason why the rent was cheap. Yes, a ghost was haunting this place. The main character was locked in the room by Cape. Let's solve the mystery and help the main character escape from this room."
,,0,281122.0,https://www.igdb.com/games/0x0-minimalist,,,,[9],,,,"[34, 268435465]",,[51496],,,0x0 Minimalist,0x0-minimalist,5cad959c-c561-5632-e314-ef4c8a98f5e0,,,,[709162],,[34],[62588],[2222677],,[481063],,,,,[130],1642076504,1688738971,,,,,,,,1638576000.0,,"[19222, 25905, 41349, 87507, 95776, 121509, 245089, 245747, 246973, 255744]",,,,,,[335712],186946,,"Classic computer puzzle game. Push to complete the puzzle, starts easy and gets really hard."
,,0,282458.0,https://www.igdb.com/games/beach-cafe-caribbean-sand,,,,"[9, 31, 32]",,,,"[268435465, 268435487, 268435488]",,[115288],,,Beach Cafe: Caribbean Sand,beach-cafe-caribbean-sand,d5e2147d-44cb-d02d-ab8e-196d0a5aba05,,,,"[963298, 963299, 963300, 963301, 963302]",[1],,[97175],"[2651554, 2651844]","[511861, 511862, 511863, 511864]",[520418],,,,,[130],1674206771,1688738970,,,,,,,,1674172800.0,,"[18011, 25222, 25646, 26223, 27266, 55190, 75948, 81275, 106992, 109129]",,,,,,[440680],232628,,"Where is Grandpa? and why has his beach bar been closed for more than 2 years? An adventure full of puzzles and mystery begins! Explore, discover all the clues and read them correctly in order to advance. Let yourself be enveloped by a story of intrigue set on a beach."
,,0,216901.0,https://www.igdb.com/games/captain-backwater,,,,"[9, 15, 31, 32, 35]",,,,"[268435465, 268435471, 268435487, 268435488, 268435491]",,[48032],,[66707],Captain Backwater,captain-backwater,b6490f14-a3a0-564d-03f7-8537dffb00cc,,,,"[118353, 118354, 118355, 118356, 118357]",[1],,[57173],"[183989, 389242, 1949397, 2600074]","[169111, 169112, 169113]","[54491, 54492, 290375, 406935]",,,,,"[3, 6, 14, 130]",1503235027,1688738954,,,,,,,,1504224000.0,,"[236, 25222, 25646, 26223, 27266, 79134, 102420, 106992, 109129, 113402]",,,,,,"[109867, 323075, 417649, 417650]",54870,,"Captain Backwater is a challenging puzzle game. To solve the 100 Levels you need to slide items around the playfield. If they collide with similar ones they magically disappear. This sounds simple, but it's getting more and more challenging..."
,,0,,https://www.igdb.com/games/escape-from-a-deserted-island-the-adventures-of-nyanzou-and-kumakichi,,,[66939],"[9, 31]",,,,"[268435465, 268435487]",,[43740],,,Escape From a Deserted Island: The Adventures of Nyanzou & Kumakichi,escape-from-a-deserted-island-the-adventures-of-nyanzou-and-kumakichi,263d58b9-1918-0f98-4981-c29962bf65b0,,,,"[514951, 514953, 514955]",,,[40782],[2072374],,[461324],,,,,[130],1626024307,1688738947,,,,,,,,1626307200.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[297766],154979,,"One day, while Kumakichi is worried over what to eat for dinner, Nyanzou pauses from reading his manga to announce, “I'm gonna be the King of the Pirates.” Hearing what only could be a joke, Kumakichi thinks, “Not again…”. He tries to ignore Nyanzou, but Nyanzou has a reputation for being reckless. He forces Kumakichi to come along out to sea. And as expected, Nyanzou＆Kumakichi get shipwrecked right after heading out. They drift ashore onto a deserted island. Help these two escape. It's your standard escape game, on the easy side, and highly recommended for beginners. It comes with autosave, hints, and memo functions."
,,0,,https://www.igdb.com/games/createscape-town-nyanzou-and-kumakichi-escape-game,,,"[108145, 108427]","[9, 31]",,,,"[268435465, 268435487]",,[87934],,,Createscape Town Nyanzou & Kumakichi: Escape Game,createscape-town-nyanzou-and-kumakichi-escape-game,ebf5a20e-3ed9-1273-3f5f-2bf9f2db3d48,,,,"[859271, 859272, 859273, 859274, 859275]",[1],,[84040],"[2531500, 2601107]","[517174, 517175]",[500810],,,,,[130],1660874952,1688738895,,,,,[17991],,,1661385600.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[443809],213799,,"Nyanzou is always making a ruckus. But it looks like he’s quietly drawing today for a change. He’s writing down all kinds of things he’s always dreamed of like, “3 Meals, Nap Time, Snacks Included” and “No Homework”. What in the world is he up to?"
,,0,,https://www.igdb.com/games/cubicity-slide-puzzle,,,,"[9, 31, 32]",,,,"[268435465, 268435487, 268435488]",,[38548],,,Cubicity: Slide puzzle,cubicity-slide-puzzle,a4e7f36d-32ef-696f-f591-56f2e6abef1c,,,,"[292413, 292414, 292415, 292416, 292417, 292418, 292419, 292420, 292421, 292422, 292423]",[1],,[17116],"[1712251, 1969629]","[121910, 121911, 121912, 121913, 121914, 121915, 121916, 121917, 121918, 121919]","[102587, 102588, 426293]",,,,,"[3, 6, 14, 130]",1552135295,1688738894,,,,,,,,1553040000.0,,"[18011, 25222, 25646, 26223, 27266, 55190, 75948, 81275, 106992, 109129]",,,,,,"[249195, 414484, 414485, 414486]",115947,,"Buddy, you’re in the cubic world! It has its own laws and rules, so choose a character and start solving the puzzles!Make up a figure from the characters, leading each of them the shortest way!"
,,0,268986.0,https://www.igdb.com/games/dobbyxescape-halloween-adventure,,,,"[9, 31, 32]",,,,"[268435465, 268435487, 268435488]",,[117262],,,DobbyxEscape: Halloween Adventure,dobbyxescape-halloween-adventure,837a9543-a57e-7116-6840-d8ebabcb4827,,,,"[923335, 923336, 923339, 923343, 923345, 923350, 923357]",[1],,[91735],"[2614108, 2621811]","[205829, 205830, 396848, 396849, 396851, 396853, 396854, 396855, 396856, 396857, 514211]","[323280, 323281, 510366]",,,,,"[6, 130]",1667820599,1688738864,,,,,,,,1666828800.0,,"[18011, 25222, 25646, 26223, 27266, 55190, 75948, 81275, 106992, 109129]",,,,,,"[423229, 441338]",225212,,A fun Halloween inspired Room Escape game!
,,0,,https://www.igdb.com/games/escaping-a-kids-room-the-adventures-of-nyanzou-and-kumakichi-escape-game-series,,,[113235],"[9, 31]",,,,"[268435465, 268435487]",,[39269],,[125129],Escaping a Kid's Room: The Adventures of Nyanzou & Kumakichi - Escape Game Series,escaping-a-kids-room-the-adventures-of-nyanzou-and-kumakichi-escape-game-series,1f5033d4-2a20-a93d-fe51-2701e4522277,,,,"[434724, 434725, 434726]",,,[14206],"[2003108, 2599235]",,[454373],,,,,[130],1618845893,1688738852,,,,,[23479],,,1619049600.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[239248],145957,,"Once upon a time, there were two Stuffed Animal Fairies: Nyanzou and Kumakichi. These two were always playing with each other. As usual, the two hang out, having fun. But a pair of suspicious eyes are found lurking in the shadows, staring at them………. Nyanzou and Kumakichi get trapped in a room by a shady ghost. Solve puzzles and help them escape. It's your standard escape game, on the easy side, and highly recommended for beginners. It comes with autosave, hints, and memo functions."
,[1],0,109041.0,https://www.igdb.com/games/hyper-scape,63.5,33.0,"[37009, 37124, 50175]",[5],,,,[268435461],,"[31730, 56397, 56483, 56484, 67376]","In 2054, technology is everywhere. AI, cyber-augments, and security for the ones who can afford it… But for the bottom 90%, life is a daily challenge. The only way to rise to the top and change your lot in life is to compete in an intense urban Battle Royale taking place in the virtual world of the Hyper Scape.",[103048],Hyper Scape,hyper-scape,c07500a2-fd36-3d04-218d-36df8d5db9a4,29.0,"[38171, 38581, 38582, 39049]",,"[393063, 393064, 393065, 393066, 393067, 430572, 430573]",[6],,"[9216, 9217, 9391]","[636189, 1883307, 2118369, 2175688]",,"[145725, 146099, 146101, 146103, 146134, 146135, 147180, 147181, 163892, 369124]",56.81318048368019,,,[754],"[6, 48, 49]",1525188186,1688738829,,4.0,,,[20676],,,1597104000.0,,"[58095, 78770, 103292, 106805, 247301, 250263, 250866, 252475, 254523, 254792]",,5.0,60.15659024184009,23.0,2.0,"[205604, 205605, 206194]",100387,,"Hyper Scape was the one and only urban futuristic free-to-play Battle Royale where 100 contenders engaged in first-person close-quarters combat and fast-paced matches to become the next global superstar.
It shut down on the 28th of April, 2022."
,,0,189502.0,https://www.igdb.com/games/haunted-poppys-nightmare,,,,"[9, 31, 32]",,,,"[1, 268435465, 268435487, 268435488]",,[40021],,[131939],Haunted: Poppy's Nightmare,haunted-poppys-nightmare,956d0984-113e-62b8-78df-1908c566d3c6,,,,"[344929, 344930, 344931, 344932, 344933, 344934]",[1],[1],[17115],"[1835774, 1964417]","[282417, 282418]","[126011, 421303]",,,,,[130],1574495307,1688738828,,,,,,,,1604016000.0,,"[20342, 25222, 25646, 26223, 27266, 55190, 96217, 106987, 106992, 111130]",,,,,,[250197],126186,,I am Poppy - and this is my first Halloween.
,,0,,https://www.igdb.com/games/hover-racer,,,,[10],,,,[268435466],,[109878],,,Hover Racer,hover-racer,ab3b3da1-ccd3-7d38-2163-c3bc7a7df6cf,,,,"[828365, 828366, 828367, 828368, 828369]",,,[79993],"[2515738, 2531745]",[139603],[496220],,,,,,1656969207,1688738803,,,,,,,,,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,,207904,,"Take control of your Hovercrafts in this fantastic arcade racing game, based on real physics."
,[3],0,83271.0,https://www.igdb.com/games/islanders,90.0,34.0,[124558],"[9, 15, 32]",,,"[101, 966, 2084, 3533, 4784]","[33, 268435465, 268435471, 268435488, 536871013, 536871878, 536872996, 536874445, 536875696]",,"[44835, 140749]",,[167378],Islanders,islanders,f19d3093-a1ea-0ecd-dd75-ba99eb677c13,32.0,"[26140, 66429]",,"[291661, 291662, 291663, 291664, 291665, 291666, 291667, 291668]",[1],[33],[27992],"[1712788, 1774866, 1913578, 2609094, 2708482]","[546816, 546817, 546818, 546819, 546820, 546821, 546822, 546823, 546824, 546825, 546826]","[102592, 103829, 274557, 388081]",75.24612827571102,[163628],,[13],"[3, 6, 14]",1552405488,1688738796,,2.0,,,,,,1554336000.0,,"[236, 17111, 19404, 26574, 34823, 51577, 55689, 95225, 109129, 115539]",,,82.62306413785551,5.0,,"[166272, 349395, 349396]",116133,,"Islanders is a minimalist strategy game about building cities on colorful islands. Explore an infinite number of ever-changing new lands, expand your settlements from sprawling villages to vast cities and enjoy the relaxing atmosphere."
,,0,,https://www.igdb.com/games/my-coloring-book,,,,[9],,,,"[34, 268435465]",,[40439],,[134489],My Coloring Book,my-coloring-book,bc6b9796-b917-3db9-dc57-7458443c6bde,,,,"[449186, 449189, 449192, 449195, 449197]",[1],[34],[15305],[2012124],"[647127, 647128, 647129, 647130, 647131, 647132]",[455867],,,,,[130],1621168131,1688738684,,,,,,,,1614297600.0,,"[19222, 25905, 41349, 87507, 95776, 121509, 245089, 245747, 246973, 255744]",,,,,,"[250498, 459591]",147836,,"Restore your sense of childhood magic and wonder with My Coloring Book! With this handy app, you can find plenty of drawings that will come to life, but only with your help. Thanks to an amazing variety, My Coloring Book is suitable for all from children to adults. Younger kids will love the fun cartoon drawings while parents can spend some time relaxing with complex geometric pieces (like colorful mandalas). Save your work for later and show off your artistic sense and skill to family and friends."
,,0,,https://www.igdb.com/games/animated-jigsaws-wild-animals,,,,"[9, 35]",,[119512],,"[268435465, 268435491]",,[38076],,[133204],Animated Jigsaws: Wild Animals,animated-jigsaws-wild-animals,1d70ec08-9a49-2581-40a0-b6cf56ea3348,,,,"[447259, 447260, 447261, 447262, 447263]",,,[12921],"[1700826, 1974562]",,"[98706, 431008]",,,,,[130],1548171110,1688738523,,,,,,,,1546473600.0,,"[19222, 25905, 41349, 87507, 95776, 251395, 251486, 251802, 252622, 255507]",,,,,,[248864],114205,,Complete video jigsaw puzzles alone or team up with friends and finish them together! Animated Jigsaws: Wild Animals contains short videos as jigsaw puzzles that are pieced together to reveal stunning shots of wild animals close up!
,,0,165247.0,https://www.igdb.com/games/dinosaur-fossil-puzzles,,,,[9],,,,"[34, 268435465]",,[44721],,,Dinosaur Fossil Puzzles,dinosaur-fossil-puzzles,66c2cedb-d996-126d-46ec-47468c1326a9,,,,"[580002, 580003, 580004, 580005, 580006]",,[34],[45851],[2080784],,[465377],,,,,[130],1628529755,1688738384,,,,,,,,1628726400.0,,"[19222, 25905, 41349, 87507, 95776, 121509, 245089, 245747, 246973, 255744]",,,,,,[302889],163168,,"Play ""Restore screen"" and ""Dig up screen""! ""Dig up screen"": Dig up and collect! Break rock panels with the pickaxe. Discover all fossil panels and take them to the Restore screen. ""Restore screen"": Restoration work! Put the collected fossil panels in order correctly. Challenge the hard level! Two type of fossils are mixed on the levels 3 and 4."
,,0,,https://www.igdb.com/games/kartoon-racing-singleplayer-multiplayer-racing,,,[99737],"[10, 33]",,,,"[268435466, 268435489]",,[87390],,,Kartoon Racing: Singleplayer Multiplayer Racing,kartoon-racing-singleplayer-multiplayer-racing,9f65e75f-954f-6b1b-663d-5f1a3281ba4f,,,,"[854974, 854975, 854976, 854977, 854978]",,,[83610],"[2529946, 2550656]",,[500320],,,,,,1660199727,1688738295,,,,,,,,,,"[25905, 26853, 27378, 80382, 90965, 103018, 109292, 111151, 255174, 255746]",,,,,,,213140,,
,[1],0,81346.0,https://www.igdb.com/games/left-4-dead,84.85714285714286,562.0,"[15336, 44801]",[5],,[55025],"[5, 21, 69, 129, 453, 558, 1032, 1158, 1180, 1293, 1317, 1320, 1322, 1379, 1440, 1898, 2167, 2180, 3203, 3640, 3831, 4004, 4134, 4135, 4150, 4179, 4221, 4247, 4345, 4353, 4359, 4544, 4614, 4623, 4681, 4699, 4770, 4781, 4869, 4890, 4891, 4902, 4918, 4956, 4989, 4990, 4992, 4996, 4999, 5029, 5106, 5151, 5262, 5304, 5310, 5453, 5542, 5626, 5633, 5640, 5783, 5790, 5806, 6022, 6036, 6075, 6077, 6137, 6189, 6201, 6296, 6315, 6340, 6368, 6369, 6380, 6502, 6652, 6716, 6732, 6752, 6868, 7026, 7062, 7158, 7410, 7476, 7568, 7570, 8844, 9161, 9180, 9322, 9399, 9530, 9578, 9853, 9989, 10048, 10460, 10502, 11474, 11557, 12154, 12642, 13076, 13477, 13941, 14608]","[1, 19, 21, 268435461, 536870917, 536870933, 536870981, 536871041, 536871365, 536871470, 536871944, 536872070, 536872092, 536872205, 536872229, 536872232, 536872234, 536872291, 536872352, 536872810, 536873079, 536873092, 536874115, 536874552, 536874743, 536874916, 536875046, 536875047, 536875062, 536875091, 536875133, 536875159, 536875257, 536875265, 536875271, 536875456, 536875526, 536875535, 536875593, 536875611, 536875682, 536875693, 536875781, 536875802, 536875803, 536875814, 536875830, 536875868, 536875901, 536875902, 536875904, 536875908, 536875911, 536875941, 536876018, 536876063, 536876174, 536876216, 536876222, 536876365, 536876454, 536876538, 536876545, 536876552, 536876695, 536876702, 536876718, 536876934, 536876948, 536876987, 536876989, 536877049, 536877101, 536877113, 536877208, 536877227, 536877252, 536877280, 536877281, 536877292, 536877414, 536877564, 536877628, 536877644, 536877664, 536877780, 536877938, 536877974, 536878070, 536878322, 536878388, 536878480, 536878482, 536879756, 536880073, 536880092, 536880234, 536880311, 536880442, 536880490, 536880765, 536880901, 536880960, 536881372, 536881414, 536882386, 536882469, 536883066, 536883554, 536883988, 536884389, 536884853, 536885520]",,"[13144, 47689, 47690, 47691, 47692, 47693, 48491]",,"[3702, 3703, 3704, 3705]",Left 4 Dead,left-4-dead,bf2398dc-0aee-180a-d335-a09fd777f7e1,554.0,[35],,"[30, 31, 32, 23401, 23402, 258260, 258261, 258262, 258263, 258264]","[1, 2, 3]","[1, 19, 21]",[5893],"[15153, 72388, 138238, 189219, 213728, 245426, 1303983, 2161361]","[27639, 27640, 27641, 27642, 27643, 27644, 27645, 27646, 27647, 27648, 27649, 27650, 27651, 27652, 27653, 27654, 27655, 27656, 27657, 27658, 27659, 27660, 542217, 542218, 542219, 542220, 542221, 542222, 542223, 542224, 542225]","[16215, 68018, 146258, 146259, 146260, 332690]",80.31043005694698,,,[3],"[6, 12, 14]",1300109613,1688738295,,8.0,,,,26.0,[1628],1226880000.0,,"[16, 231, 241, 495, 517, 564, 571, 1006, 2033, 7351]","[22887, 22888, 22955, 151872]",,82.58378645704492,160.0,,"[46, 6679, 6680, 334058, 334059]",122,,"From Valve (the creators of Counter-Strike, Half-Life and more) comes Left 4 Dead, a co-op action horror game for the PC and Xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters.

Set in the immediate aftermath of the zombie apocalypse, L4D's survival co-op mode lets you blast a path through the infected in four unique “movies,” guiding your survivors across the rooftops of an abandoned metropolis, through rural ghost towns and pitch-black forests in your quest to escape a devastated Ground Zero crawling with infected enemies. Each ""movie"" is comprised of five large maps, and can be played by one to four human players, with an emphasis on team-based strategy and objectives.

New technology dubbed ""the AI Director"" is used to generate a unique gameplay experience every time you play. The Director tailors the frequency and ferocity of the zombie attacks to your performance, putting you in the middle of a fast-paced, but not overwhelming, Hollywood horror movie.

Addictive single player, co-op, and multiplayer action gameplay from the makers of Counter-Strike and Half-Life Versus Mode lets you compete four-on-four with friends, playing as a human trying to get rescued, or as a zombie boss monster that will stop at nothing to destroy them."
